stn    time           pva200d0
TAE    20180101            6.7
TAE    20180102            6.1
TAE    20180103            7.5
TAE    20180104            9.3
TAE    20180105            9.4
TAE    20180106            8.5
TAE    20180107            7.5
TAE    20180108            7.1
TAE    20180109            7.1
TAE    20180110            6.4
TAE    20180111            6.8
TAE    20180112            6.6
TAE    20180113            5.4
TAE    20180114            5.0
TAE    20180115            5.3
TAE    20180116            7.4
TAE    20180117            5.4
TAE    20180118            7.0
TAE    20180119            6.4
TAE    20180120            5.8
TAE    20180121            6.4
TAE    20180122            9.0
TAE    20180123            7.5
TAE    20180124            7.0
TAE    20180125            6.8
TAE    20180126            7.4
TAE    20180127            8.1
TAE    20180128            6.9
TAE    20180129            7.9
TAE    20180130            8.0
TAE    20180131            6.8
TAE    20180201            6.3
TAE    20180202            5.1
TAE    20180203            5.0
TAE    20180204            4.6
TAE    20180205            4.7
TAE    20180206            4.7
TAE    20180207            5.4
TAE    20180208            5.3
TAE    20180209            5.2
TAE    20180210            4.9
TAE    20180211            5.5
TAE    20180212            5.1
TAE    20180213            3.6
TAE    20180214            3.6
TAE    20180215            6.2
TAE    20180216            8.0
TAE    20180217            6.8
TAE    20180218            5.5
TAE    20180219            5.3
TAE    20180220            4.7
TAE    20180221            4.4
TAE    20180222            4.0
TAE    20180223            4.0
TAE    20180224            3.8
TAE    20180225            2.2
TAE    20180226            1.4
TAE    20180227            1.5
TAE    20180228            2.0
TAE    20180301            2.9
TAE    20180302            3.8
TAE    20180303            5.2
TAE    20180304            6.5
TAE    20180305            6.7
TAE    20180306            6.9
TAE    20180307            6.6
TAE    20180308            5.5
TAE    20180309            5.2
TAE    20180310            8.5
TAE    20180311            8.2
TAE    20180312            8.5
TAE    20180313            7.2
TAE    20180314            6.7
TAE    20180315            6.5
TAE    20180316            7.2
TAE    20180317            6.6
TAE    20180318            5.0
TAE    20180319            4.5
TAE    20180320            4.0
TAE    20180321            4.0
TAE    20180322            3.9
TAE    20180323            5.8
TAE    20180324            5.0
TAE    20180325            5.6
TAE    20180326            6.5
TAE    20180327            6.7
TAE    20180328            9.6
TAE    20180329            7.2
TAE    20180330            7.1
TAE    20180331            7.1
TAE    20180401            6.8
TAE    20180402            7.1
TAE    20180403            7.8
TAE    20180404            7.9
TAE    20180405            8.1
TAE    20180406            6.8
TAE    20180407            8.0
TAE    20180408            8.1
TAE    20180409            9.1
TAE    20180410            9.0
TAE    20180411            7.3
TAE    20180412            6.6
TAE    20180413            7.5
TAE    20180414            7.7
TAE    20180415            9.6
TAE    20180416           11.7
TAE    20180417            9.8
TAE    20180418            8.5
TAE    20180419            9.7
TAE    20180420           10.3
TAE    20180421           10.4
TAE    20180422           10.2
TAE    20180423           11.3
TAE    20180424           11.4
TAE    20180425           11.2
TAE    20180426            8.8
TAE    20180427            9.1
TAE    20180428           10.3
TAE    20180429           10.2
TAE    20180430            8.5
TAE    20180501            8.7
TAE    20180502            9.2
TAE    20180503           10.1
TAE    20180504           12.3
TAE    20180505           13.0
TAE    20180506           12.0
TAE    20180507           10.3
TAE    20180508           10.7
TAE    20180509           10.4
TAE    20180510           12.0
TAE    20180511           11.0
TAE    20180512           12.3
TAE    20180513           12.1
TAE    20180514           10.8
TAE    20180515           11.2
TAE    20180516           11.4
TAE    20180517           12.3
TAE    20180518           11.9
TAE    20180519           11.3
TAE    20180520           12.1
TAE    20180521           12.6
TAE    20180522           13.2
TAE    20180523           14.3
TAE    20180524           14.0
TAE    20180525           12.3
TAE    20180526           13.8
TAE    20180527           15.8
TAE    20180528           15.1
TAE    20180529           15.7
TAE    20180530           15.6
TAE    20180531           16.8
TAE    20180601           14.5
TAE    20180602           14.8
TAE    20180603           15.2
TAE    20180604           16.3
TAE    20180605           16.3
TAE    20180606           17.3
TAE    20180607           16.5
TAE    20180608           17.2
TAE    20180609           17.4
TAE    20180610           17.2
TAE    20180611           18.4
TAE    20180612           16.7
TAE    20180613           13.6
TAE    20180614           11.3
TAE    20180615           12.1
TAE    20180616           12.3
TAE    20180617           15.6
TAE    20180618           15.0
TAE    20180619           14.5
TAE    20180620           15.6
TAE    20180621           15.4
TAE    20180622            8.5
TAE    20180623            9.6
TAE    20180624           11.3
TAE    20180625           11.8
TAE    20180626           11.8
TAE    20180627           11.9
TAE    20180628           12.6
TAE    20180629           16.5
TAE    20180630           15.9
TAE    20180701           14.1
TAE    20180702           14.2
TAE    20180703           17.1
TAE    20180704           16.4
TAE    20180705           16.5
TAE    20180706           16.7
TAE    20180707           14.7
TAE    20180708           15.0
TAE    20180709           13.2
TAE    20180710           12.7
TAE    20180711           10.8
TAE    20180712           11.2
TAE    20180713           12.7
TAE    20180714           14.0
TAE    20180715           15.0
TAE    20180716           14.4
TAE    20180717           14.0
TAE    20180718           13.3
TAE    20180719           13.9
TAE    20180720           15.0
TAE    20180721           15.8
TAE    20180722           16.2
TAE    20180723           16.2
TAE    20180724           15.0
TAE    20180725           14.5
TAE    20180726           14.4
TAE    20180727           13.8
TAE    20180728           15.7
TAE    20180729           15.5
TAE    20180730           14.7
TAE    20180731           14.4
TAE    20180801           17.8
TAE    20180802           19.0
TAE    20180803           19.5
TAE    20180804           18.8
TAE    20180805           18.6
TAE    20180806           19.1
TAE    20180807           18.0
TAE    20180808           17.9
TAE    20180809           17.2
TAE    20180810           13.6
TAE    20180811           11.5
TAE    20180812           13.5
TAE    20180813           16.4
TAE    20180814           16.7
TAE    20180815           14.5
TAE    20180816           14.3
TAE    20180817           16.0
TAE    20180818           18.1
TAE    20180819           17.4
TAE    20180820           16.7
TAE    20180821           16.9
TAE    20180822           17.0
TAE    20180823           17.7
TAE    20180824           15.7
TAE    20180825           12.2
TAE    20180826            9.4
TAE    20180827           12.6
TAE    20180828           15.6
TAE    20180829           16.3
TAE    20180830           14.3
TAE    20180831           14.6
TAE    20180901           13.4
TAE    20180902           13.5
TAE    20180903           14.2
TAE    20180904           13.6
TAE    20180905           14.1
TAE    20180906           15.2
TAE    20180907           14.6
TAE    20180908           13.5
TAE    20180909           12.8
TAE    20180910           13.4
TAE    20180911           13.3
TAE    20180912           13.8
TAE    20180913           17.5
TAE    20180914           16.3
TAE    20180915           14.3
TAE    20180916           14.7
TAE    20180917           15.0
TAE    20180918           15.2
TAE    20180919           15.5
TAE    20180920           16.0
TAE    20180921           14.2
TAE    20180922           11.1
TAE    20180923           14.4
TAE    20180924            8.2
TAE    20180925            7.3
TAE    20180926            9.2
TAE    20180927           11.2
TAE    20180928           11.6
TAE    20180929           10.3
TAE    20180930           11.5
TAE    20181001           10.0
TAE    20181002            7.9
TAE    20181003           10.6
TAE    20181004           11.1
TAE    20181005           11.9
TAE    20181006           12.6
TAE    20181007           12.9
TAE    20181008           12.8
TAE    20181009           13.7
TAE    20181010           13.5
TAE    20181011           11.7
TAE    20181012           12.3
TAE    20181013           12.7
TAE    20181014           11.1
TAE    20181015            9.4
TAE    20181016            9.3
TAE    20181017           10.0
TAE    20181018           10.7
TAE    20181019           10.7
TAE    20181020           11.3
TAE    20181021            9.4
TAE    20181022            7.3
TAE    20181023            7.9
TAE    20181024            9.4
TAE    20181025           10.4
TAE    20181026            9.9
TAE    20181027            8.2
TAE    20181028            6.8
TAE    20181029            8.0
TAE    20181030            6.8
TAE    20181031            7.0
TAE    20181101            8.0
TAE    20181102            9.3
TAE    20181103            9.7
TAE    20181104           10.0
TAE    20181105            9.5
TAE    20181106            9.1
TAE    20181107            9.1
TAE    20181108           10.3
TAE    20181109            9.7
TAE    20181110            9.7
TAE    20181111           10.3
TAE    20181112            9.3
TAE    20181113            9.6
TAE    20181114            9.2
TAE    20181115            8.5
TAE    20181116            7.2
TAE    20181117            5.8
TAE    20181118            5.1
TAE    20181119            5.3
TAE    20181120            5.2
TAE    20181121            5.6
TAE    20181122            6.2
TAE    20181123            6.5
TAE    20181124            7.2
TAE    20181125            6.5
TAE    20181126            7.0
TAE    20181127            6.6
TAE    20181128            6.4
TAE    20181129            6.8
TAE    20181130            7.5
TAE    20181201            7.6
TAE    20181202            8.7
TAE    20181203           10.9
TAE    20181204            9.3
TAE    20181205            8.9
TAE    20181206            9.7
TAE    20181207            9.1
TAE    20181208            6.7
TAE    20181209            7.8
TAE    20181210            6.6
TAE    20181211            5.3
TAE    20181212            4.6
TAE    20181213            4.2
TAE    20181214            3.9
TAE    20181215            3.8
TAE    20181216            5.8
TAE    20181217            6.4
TAE    20181218            5.1
TAE    20181219            5.9
TAE    20181220            6.7
TAE    20181221            7.7
TAE    20181222            9.6
TAE    20181223            9.7
TAE    20181224            8.1
TAE    20181225            5.7
TAE    20181226            5.2
TAE    20181227            5.1
TAE    20181228            5.8
TAE    20181229            5.4
TAE    20181230            6.5
TAE    20181231            7.8

stn    time           pva200d0
ALT    20180101            6.9
ALT    20180102            5.4
ALT    20180103            6.8
ALT    20180104            8.6
ALT    20180105            8.9
ALT    20180106            7.5
ALT    20180107            7.0
ALT    20180108            5.9
ALT    20180109            7.6
ALT    20180110            7.1
ALT    20180111            7.0
ALT    20180112            7.6
ALT    20180113            5.7
ALT    20180114            5.1
ALT    20180115            4.9
ALT    20180116            7.2
ALT    20180117            4.6
ALT    20180118            7.1
ALT    20180119            6.8
ALT    20180120            6.4
ALT    20180121            6.9
ALT    20180122            8.3
ALT    20180123            8.0
ALT    20180124            6.7
ALT    20180125            6.3
ALT    20180126            7.2
ALT    20180127            7.9
ALT    20180128            6.7
ALT    20180129            6.4
ALT    20180130            6.9
ALT    20180131            6.4
ALT    20180201            6.6
ALT    20180202            5.0
ALT    20180203            4.8
ALT    20180204            4.0
ALT    20180205            5.0
ALT    20180206            5.3
ALT    20180207            5.7
ALT    20180208            5.7
ALT    20180209            4.9
ALT    20180210            5.4
ALT    20180211            5.5
ALT    20180212            5.3
ALT    20180213            3.3
ALT    20180214            3.6
ALT    20180215            5.6
ALT    20180216            7.7
ALT    20180217            7.8
ALT    20180218            6.1
ALT    20180219            5.2
ALT    20180220            5.2
ALT    20180221            4.3
ALT    20180222            4.2
ALT    20180223            4.3
ALT    20180224            4.6
ALT    20180225            3.4
ALT    20180226            2.2
ALT    20180227            2.0
ALT    20180228            2.2
ALT    20180301            3.6
ALT    20180302            4.6
ALT    20180303            5.6
ALT    20180304            5.1
ALT    20180305            6.6
ALT    20180306            6.9
ALT    20180307            7.4
ALT    20180308            5.9
ALT    20180309            5.3
ALT    20180310            5.9
ALT    20180311            7.0
ALT    20180312            8.6
ALT    20180313            8.2
ALT    20180314            7.4
ALT    20180315            5.7
ALT    20180316            7.5
ALT    20180317            7.4
ALT    20180318            6.5
ALT    20180319            5.8
ALT    20180320            4.7
ALT    20180321            4.3
ALT    20180322            4.2
ALT    20180323            5.9
ALT    20180324            4.9
ALT    20180325            5.4
ALT    20180326            7.6
ALT    20180327            7.4
ALT    20180328            9.5
ALT    20180329            7.9
ALT    20180330            7.0
ALT    20180331            6.5
ALT    20180401            6.6
ALT    20180402            5.4
ALT    20180403            5.8
ALT    20180404            6.9
ALT    20180405            8.2
ALT    20180406            7.0
ALT    20180407            7.1
ALT    20180408            6.9
ALT    20180409            7.6
ALT    20180410            8.1
ALT    20180411            7.0
ALT    20180412            6.4
ALT    20180413            6.3
ALT    20180414            7.8
ALT    20180415            8.9
ALT    20180416           11.4
ALT    20180417           10.5
ALT    20180418            9.6
ALT    20180419            8.8
ALT    20180420            9.1
ALT    20180421            8.5
ALT    20180422            9.5
ALT    20180423           11.8
ALT    20180424           12.1
ALT    20180425           11.1
ALT    20180426            9.9
ALT    20180427            9.4
ALT    20180428           10.0
ALT    20180429           10.6
ALT    20180430            8.9
ALT    20180501            9.7
ALT    20180502           10.4
ALT    20180503           11.8
ALT    20180504           12.9
ALT    20180505           14.2
ALT    20180506           14.4
ALT    20180507           12.8
ALT    20180508           13.2
ALT    20180509           12.3
ALT    20180510           12.4
ALT    20180511           11.8
ALT    20180512           11.3
ALT    20180513           12.3
ALT    20180514           10.6
ALT    20180515           11.6
ALT    20180516           12.0
ALT    20180517           12.3
ALT    20180518           11.7
ALT    20180519           12.6
ALT    20180520           12.7
ALT    20180521           11.9
ALT    20180522           12.8
ALT    20180523           14.4
ALT    20180524           14.7
ALT    20180525           12.6
ALT    20180526           14.1
ALT    20180527           14.8
ALT    20180528           11.9
ALT    20180529           14.8
ALT    20180530           14.0
ALT    20180531           15.5
ALT    20180601           15.1
ALT    20180602           15.7
ALT    20180603           16.4
ALT    20180604           16.0
ALT    20180605           17.3
ALT    20180606           16.2
ALT    20180607           17.0
ALT    20180608           17.9
ALT    20180609           18.2
ALT    20180610           17.9
ALT    20180611           17.7
ALT    20180612           17.3
ALT    20180613           13.9
ALT    20180614           12.8
ALT    20180615           13.3
ALT    20180616           13.4
ALT    20180617           15.5
ALT    20180618           15.9
ALT    20180619           16.3
ALT    20180620           17.1
ALT    20180621           17.5
ALT    20180622           10.7
ALT    20180623           10.8
ALT    20180624           12.4
ALT    20180625           12.9
ALT    20180626           12.1
ALT    20180627           12.0
ALT    20180628           12.3
ALT    20180629           15.2
ALT    20180630           16.8
ALT    20180701           17.4
ALT    20180702           17.4
ALT    20180703           16.6
ALT    20180704           16.3
ALT    20180705           17.6
ALT    20180706           16.9
ALT    20180707           15.2
ALT    20180708           15.0
ALT    20180709           15.1
ALT    20180710           14.2
ALT    20180711           12.5
ALT    20180712           12.9
ALT    20180713           14.5
ALT    20180714           16.8
ALT    20180715           16.5
ALT    20180716           15.1
ALT    20180717           15.0
ALT    20180718           14.9
ALT    20180719           16.4
ALT    20180720           17.4
ALT    20180721           17.1
ALT    20180722           17.4
ALT    20180723           17.2
ALT    20180724           17.1
ALT    20180725           17.4
ALT    20180726           16.1
ALT    20180727           15.9
ALT    20180728           18.6
ALT    20180729           17.7
ALT    20180730           17.7
ALT    20180731           17.9
ALT    20180801           19.6
ALT    20180802           20.2
ALT    20180803           21.3
ALT    20180804           19.9
ALT    20180805           19.7
ALT    20180806           19.6
ALT    20180807           17.4
ALT    20180808           18.3
ALT    20180809           17.0
ALT    20180810           15.2
ALT    20180811           14.2
ALT    20180812           15.2
ALT    20180813           17.6
ALT    20180814           17.8
ALT    20180815           16.8
ALT    20180816           15.7
ALT    20180817           17.0
ALT    20180818           18.3
ALT    20180819           18.8
ALT    20180820           18.6
ALT    20180821           17.6
ALT    20180822           17.1
ALT    20180823           18.6
ALT    20180824           17.3
ALT    20180825           13.2
ALT    20180826           10.9
ALT    20180827           11.8
ALT    20180828           14.7
ALT    20180829           16.8
ALT    20180830           15.7
ALT    20180831           15.0
ALT    20180901           13.6
ALT    20180902           13.6
ALT    20180903           14.5
ALT    20180904           14.3
ALT    20180905           14.9
ALT    20180906           16.1
ALT    20180907           16.6
ALT    20180908           14.9
ALT    20180909           14.4
ALT    20180910           15.4
ALT    20180911           14.3
ALT    20180912           15.0
ALT    20180913           17.7
ALT    20180914           17.8
ALT    20180915           16.6
ALT    20180916           15.8
ALT    20180917           15.4
ALT    20180918           15.9
ALT    20180919           15.2
ALT    20180920           15.0
ALT    20180921           15.0
ALT    20180922           12.1
ALT    20180923           16.7
ALT    20180924            9.7
ALT    20180925            9.1
ALT    20180926           10.6
ALT    20180927           10.8
ALT    20180928           12.1
ALT    20180929           12.1
ALT    20180930           12.8
ALT    20181001           10.1
ALT    20181002            9.5
ALT    20181003           11.7
ALT    20181004           11.5
ALT    20181005           12.0
ALT    20181006           12.4
ALT    20181007           13.6
ALT    20181008           13.4
ALT    20181009           12.9
ALT    20181010           10.1
ALT    20181011            9.5
ALT    20181012           12.1
ALT    20181013           11.1
ALT    20181014            6.7
ALT    20181015            7.9
ALT    20181016            9.6
ALT    20181017           10.2
ALT    20181018           11.0
ALT    20181019           11.5
ALT    20181020           11.3
ALT    20181021           10.0
ALT    20181022            8.4
ALT    20181023            8.8
ALT    20181024           10.1
ALT    20181025           10.3
ALT    20181026           10.0
ALT    20181027            8.7
ALT    20181028            7.4
ALT    20181029            9.0
ALT    20181030            7.4
ALT    20181031            6.3
ALT    20181101            8.6
ALT    20181102           10.0
ALT    20181103           10.1
ALT    20181104           10.3
ALT    20181105            8.6
ALT    20181106            8.8
ALT    20181107           10.4
ALT    20181108           10.3
ALT    20181109           10.0
ALT    20181110            9.9
ALT    20181111           10.0
ALT    20181112            8.0
ALT    20181113           10.4
ALT    20181114            9.7
ALT    20181115            7.8
ALT    20181116            7.4
ALT    20181117            6.6
ALT    20181118            6.0
ALT    20181119            5.7
ALT    20181120            5.6
ALT    20181121            6.4
ALT    20181122            7.1
ALT    20181123            6.7
ALT    20181124            7.3
ALT    20181125            6.7
ALT    20181126            6.8
ALT    20181127            6.8
ALT    20181128            6.1
ALT    20181129            7.2
ALT    20181130            8.0
ALT    20181201            7.9
ALT    20181202            9.2
ALT    20181203           11.2
ALT    20181204            9.6
ALT    20181205            8.9
ALT    20181206            9.9
ALT    20181207            8.6
ALT    20181208            6.0
ALT    20181209            7.5
ALT    20181210            6.2
ALT    20181211            5.0
ALT    20181212            3.4
ALT    20181213            3.9
ALT    20181214            5.2
ALT    20181215            4.3
ALT    20181216            6.3
ALT    20181217            7.1
ALT    20181218            5.4
ALT    20181219            6.5
ALT    20181220            6.3
ALT    20181221            7.3
ALT    20181222           10.0
ALT    20181223            9.6
ALT    20181224            8.3
ALT    20181225            5.2
ALT    20181226            5.3
ALT    20181227            5.8
ALT    20181228            6.4
ALT    20181229            5.9
ALT    20181230            6.8
ALT    20181231            7.7

stn    time           pva200d0
ANT    20180101            4.3
ANT    20180102            3.9
ANT    20180103            5.1
ANT    20180104            5.9
ANT    20180105            5.6
ANT    20180106            5.4
ANT    20180107            6.0
ANT    20180108            5.7
ANT    20180109            5.7
ANT    20180110            4.2
ANT    20180111            3.6
ANT    20180112            3.8
ANT    20180113            2.3
ANT    20180114            2.0
ANT    20180115            2.4
ANT    20180116            4.4
ANT    20180117            3.6
ANT    20180118            4.8
ANT    20180119            4.6
ANT    20180120            3.7
ANT    20180121            4.9
ANT    20180122            5.9
ANT    20180123            5.2
ANT    20180124            3.3
ANT    20180125            4.4
ANT    20180126            4.9
ANT    20180127            4.3
ANT    20180128            2.9
ANT    20180129            2.9
ANT    20180130            2.9
ANT    20180131            3.4
ANT    20180201            4.0
ANT    20180202            2.1
ANT    20180203            2.3
ANT    20180204            1.9
ANT    20180205            3.2
ANT    20180206            3.3
ANT    20180207            3.8
ANT    20180208            3.2
ANT    20180209            2.6
ANT    20180210            3.3
ANT    20180211            3.6
ANT    20180212            3.1
ANT    20180213            1.2
ANT    20180214            1.6
ANT    20180215            4.5
ANT    20180216            5.9
ANT    20180217            4.9
ANT    20180218            3.6
ANT    20180219            2.2
ANT    20180220            3.1
ANT    20180221            2.7
ANT    20180222            2.3
ANT    20180223            2.8
ANT    20180224            4.4
ANT    20180225            2.8
ANT    20180226            1.4
ANT    20180227            0.8
ANT    20180228            1.3
ANT    20180301            2.6
ANT    20180302            4.3
ANT    20180303            3.3
ANT    20180304            3.4
ANT    20180305            4.4
ANT    20180306            4.4
ANT    20180307            4.3
ANT    20180308            3.0
ANT    20180309            4.0
ANT    20180310            5.3
ANT    20180311            5.8
ANT    20180312            5.4
ANT    20180313            4.9
ANT    20180314            4.3
ANT    20180315            4.8
ANT    20180316            4.1
ANT    20180317            5.0
ANT    20180318            4.3
ANT    20180319            3.9
ANT    20180320            3.3
ANT    20180321            2.6
ANT    20180322            2.3
ANT    20180323            3.6
ANT    20180324            3.0
ANT    20180325            3.2
ANT    20180326            5.0
ANT    20180327            5.0
ANT    20180328            5.9
ANT    20180329            5.6
ANT    20180330            5.3
ANT    20180331            5.0
ANT    20180401            4.6
ANT    20180402            3.4
ANT    20180403            5.1
ANT    20180404            5.4
ANT    20180405            5.6
ANT    20180406            3.9
ANT    20180407            5.3
ANT    20180408            6.0
ANT    20180409            6.2
ANT    20180410            5.5
ANT    20180411            5.1
ANT    20180412            5.4
ANT    20180413            5.0
ANT    20180414            5.0
ANT    20180415            5.0
ANT    20180416            6.9
ANT    20180417            6.0
ANT    20180418            4.9
ANT    20180419            5.4
ANT    20180420            5.7
ANT    20180421            5.6
ANT    20180422            6.1
ANT    20180423            7.2
ANT    20180424            6.8
ANT    20180425            6.6
ANT    20180426            7.5
ANT    20180427            7.3
ANT    20180428            8.0
ANT    20180429            8.2
ANT    20180430            6.2
ANT    20180501            7.0
ANT    20180502            7.4
ANT    20180503            8.3
ANT    20180504            9.3
ANT    20180505            8.7
ANT    20180506            9.2
ANT    20180507            8.2
ANT    20180508            8.2
ANT    20180509            8.3
ANT    20180510            8.5
ANT    20180511            8.2
ANT    20180512            8.1
ANT    20180513            8.2
ANT    20180514            7.3
ANT    20180515            7.7
ANT    20180516            7.8
ANT    20180517            8.2
ANT    20180518            7.4
ANT    20180519            8.1
ANT    20180520            7.8
ANT    20180521            7.7
ANT    20180522            8.5
ANT    20180523            9.2
ANT    20180524            9.5
ANT    20180525            8.6
ANT    20180526            9.9
ANT    20180527            9.9
ANT    20180528            9.4
ANT    20180529           10.5
ANT    20180530            9.8
ANT    20180531           10.4
ANT    20180601           10.5
ANT    20180602           10.5
ANT    20180603           10.0
ANT    20180604            9.8
ANT    20180605           11.9
ANT    20180606           10.6
ANT    20180607           10.4
ANT    20180608           11.3
ANT    20180609           11.9
ANT    20180610           12.0
ANT    20180611           11.5
ANT    20180612           12.3
ANT    20180613           10.4
ANT    20180614            9.4
ANT    20180615            8.9
ANT    20180616            9.1
ANT    20180617           11.0
ANT    20180618           11.2
ANT    20180619           11.5
ANT    20180620           11.3
ANT    20180621           12.5
ANT    20180622            8.4
ANT    20180623            7.4
ANT    20180624            8.6
ANT    20180625            9.4
ANT    20180626            8.7
ANT    20180627            8.7
ANT    20180628            9.1
ANT    20180629           11.2
ANT    20180630           11.9
ANT    20180701           12.5
ANT    20180702           13.3
ANT    20180703           11.9
ANT    20180704           11.3
ANT    20180705           12.4
ANT    20180706           12.1
ANT    20180707           10.6
ANT    20180708           10.3
ANT    20180709           10.6
ANT    20180710           10.7
ANT    20180711           10.4
ANT    20180712            9.6
ANT    20180713            9.6
ANT    20180714           11.4
ANT    20180715           11.1
ANT    20180716            9.6
ANT    20180717           10.7
ANT    20180718            9.8
ANT    20180719           11.4
ANT    20180720           11.7
ANT    20180721           11.7
ANT    20180722           11.6
ANT    20180723           11.9
ANT    20180724           11.6
ANT    20180725           11.6
ANT    20180726           10.5
ANT    20180727           10.7
ANT    20180728           12.7
ANT    20180729           12.0
ANT    20180730           12.4
ANT    20180731           12.6
ANT    20180801           13.5
ANT    20180802           13.5
ANT    20180803           14.1
ANT    20180804           12.9
ANT    20180805           13.5
ANT    20180806           13.1
ANT    20180807           12.3
ANT    20180808           12.6
ANT    20180809           13.0
ANT    20180810           11.2
ANT    20180811           10.8
ANT    20180812           11.7
ANT    20180813           12.4
ANT    20180814           12.3
ANT    20180815           11.6
ANT    20180816           10.7
ANT    20180817           11.8
ANT    20180818           12.8
ANT    20180819           13.3
ANT    20180820           12.8
ANT    20180821           12.6
ANT    20180822           12.4
ANT    20180823           13.0
ANT    20180824           12.5
ANT    20180825            9.5
ANT    20180826            6.7
ANT    20180827            7.1
ANT    20180828           10.0
ANT    20180829           12.0
ANT    20180830           11.9
ANT    20180831           10.7
ANT    20180901            9.5
ANT    20180902            9.9
ANT    20180903           10.1
ANT    20180904            9.9
ANT    20180905           10.1
ANT    20180906           11.1
ANT    20180907           11.5
ANT    20180908            9.9
ANT    20180909            9.8
ANT    20180910           10.5
ANT    20180911            9.3
ANT    20180912           10.5
ANT    20180913           12.7
ANT    20180914           12.7
ANT    20180915           11.8
ANT    20180916           11.5
ANT    20180917           10.3
ANT    20180918           10.9
ANT    20180919           10.2
ANT    20180920            9.9
ANT    20180921           10.9
ANT    20180922            9.5
ANT    20180923           12.0
ANT    20180924            6.9
ANT    20180925            5.4
ANT    20180926            6.2
ANT    20180927            6.2
ANT    20180928            8.5
ANT    20180929            8.6
ANT    20180930            8.1
ANT    20181001            6.7
ANT    20181002            6.1
ANT    20181003            8.5
ANT    20181004            7.4
ANT    20181005            6.7
ANT    20181006            7.3
ANT    20181007            8.7
ANT    20181008            8.0
ANT    20181009            7.7
ANT    20181010            8.6
ANT    20181011            9.2
ANT    20181012            8.5
ANT    20181013            7.6
ANT    20181014            6.4
ANT    20181015            7.6
ANT    20181016            7.1
ANT    20181017            6.9
ANT    20181018            7.2
ANT    20181019            7.0
ANT    20181020            6.4
ANT    20181021            5.3
ANT    20181022            4.5
ANT    20181023            4.9
ANT    20181024            7.1
ANT    20181025            7.0
ANT    20181026            6.2
ANT    20181027            6.3
ANT    20181028            6.1
ANT    20181029            6.6
ANT    20181030            5.7
ANT    20181031            5.8
ANT    20181101            6.6
ANT    20181102            7.0
ANT    20181103            7.4
ANT    20181104            7.3
ANT    20181105            7.6
ANT    20181106            7.6
ANT    20181107            7.2
ANT    20181108            7.4
ANT    20181109            7.0
ANT    20181110            7.2
ANT    20181111            7.1
ANT    20181112            7.6
ANT    20181113            7.7
ANT    20181114            5.3
ANT    20181115            4.0
ANT    20181116            4.3
ANT    20181117            3.8
ANT    20181118            3.7
ANT    20181119            3.8
ANT    20181120            3.5
ANT    20181121            3.9
ANT    20181122            4.5
ANT    20181123            4.5
ANT    20181124            5.6
ANT    20181125            3.9
ANT    20181126            4.4
ANT    20181127            4.7
ANT    20181128            3.6
ANT    20181129            4.3
ANT    20181130            4.5
ANT    20181201            4.7
ANT    20181202            5.4
ANT    20181203            7.1
ANT    20181204            6.3
ANT    20181205            5.9
ANT    20181206            6.3
ANT    20181207            5.3
ANT    20181208            4.5
ANT    20181209            5.2
ANT    20181210            4.3
ANT    20181211            3.1
ANT    20181212            1.2
ANT    20181213            1.9
ANT    20181214            2.0
ANT    20181215            1.6
ANT    20181216            3.7
ANT    20181217            4.6
ANT    20181218            2.2
ANT    20181219            3.5
ANT    20181220            2.8
ANT    20181221            4.4
ANT    20181222            6.3
ANT    20181223            6.5
ANT    20181224            5.6
ANT    20181225            1.9
ANT    20181226            2.3
ANT    20181227            2.7
ANT    20181228            3.1
ANT    20181229            2.5
ANT    20181230            4.1
ANT    20181231            5.4

stn    time           pva200d0
RAG    20180101            5.9
RAG    20180102            5.9
RAG    20180103            6.3
RAG    20180104            6.7
RAG    20180105            7.5
RAG    20180106            6.4
RAG    20180107            6.7
RAG    20180108            6.1
RAG    20180109            7.2
RAG    20180110            6.2
RAG    20180111            6.1
RAG    20180112            6.9
RAG    20180113            5.2
RAG    20180114            4.7
RAG    20180115            3.7
RAG    20180116            6.3
RAG    20180117            4.9
RAG    20180118            5.9
RAG    20180119            6.4
RAG    20180120            5.6
RAG    20180121            6.0
RAG    20180122            6.6
RAG    20180123            7.1
RAG    20180124            6.0
RAG    20180125            5.5
RAG    20180126            6.7
RAG    20180127            7.3
RAG    20180128            6.5
RAG    20180129            6.2
RAG    20180130            6.4
RAG    20180131            5.4
RAG    20180201            6.2
RAG    20180202            5.0
RAG    20180203            4.6
RAG    20180204            3.8
RAG    20180205            4.2
RAG    20180206            4.9
RAG    20180207            5.3
RAG    20180208            5.4
RAG    20180209            4.9
RAG    20180210            5.2
RAG    20180211            5.0
RAG    20180212            5.0
RAG    20180213            2.9
RAG    20180214            2.7
RAG    20180215            4.7
RAG    20180216            7.3
RAG    20180217            7.1
RAG    20180218            5.5
RAG    20180219            5.1
RAG    20180220            4.8
RAG    20180221            4.2
RAG    20180222            4.1
RAG    20180223            4.1
RAG    20180224            4.2
RAG    20180225            2.9
RAG    20180226            2.0
RAG    20180227            1.9
RAG    20180228            1.9
RAG    20180301            3.5
RAG    20180302            4.1
RAG    20180303            5.5
RAG    20180304            4.9
RAG    20180305            5.5
RAG    20180306            6.8
RAG    20180307            7.0
RAG    20180308            5.2
